title,url,pubDate,source
NIGERIAN EXCHANGE : NOTICES OF ANNUAL GENERAL MEETING (AGM),https://news.google.com/rss/articles/CBMirAFBVV95cUxNVjhwdFRZVVdNVFNJSUM4amFaUmYzdEFJU0dVVktYRHlSa1d3OVgyanVZVUM0V0Ytal9JTVNlREgxVFdKZGtRYzRwOGtYMS1BTkZWWHltQ0dHMklhbjVFa1dwTU9HUlhvcTBlYlg0NGJNMG81TUZIeXEtV1hLY0VNeFVrbEtLM294ZDg5SlJxejBrVHJ2aENwOWRvMHR0SVFScDJicDhMeGc2M19r?oc=5,"Tue, 07 Apr 2026 18:17:15 GMT",marketscreener.com
NGX crosses N130tr amid improved corporate actions,https://news.google.com/rss/articles/CBMikwFBVV95cUxORGk4NkZLVVdWUlRPXzNqZXNMUlBNN201UHNwbWlRMHU3NWVfX0NvMFVWYU9ZN0lmamZPLXRGQlJSeGtWMm1pVXJkck50bzA1STdPbDBLVUxHVm9DQ0VlRXNNZ0ZYS2FDYkkzOEwwNnczYTBJWERGMjdpbzViMFZOWm10QWRERW5jcm5fMmxxYzdYVkU?oc=5,"Wed, 08 Apr 2026 08:24:43 GMT",The Guardian Nigeria News
Nigerian Exchange Seeks Deferment of Tax That Tanked Equities,https://news.google.com/rss/articles/CBMisgFBVV95cUxPT2dvNGFpRWNRYkpSXy1vYm4yU01jMmx5Z2FMRXVjRXlXWXM4X2I4VDhTcV9yZzNsTG5wdFNuS0pSemswUEQyVG9OWkcwenpsUnR5ZS1CdVVKaVlIM2JsZ3V1OWswelVmTHJfblBtc05VMGxoNVdXQVNFOTFudEFkLXprd2Qtc0Z6Vks4YnpLQUxJMF9tXzhQMFRwclRNcUhERk02bkdDYmxKMjJLZlh6dk9B?oc=5,"Fri, 05 Dec 2025 08:00:00 GMT",Bloomberg.com
Local Stock Exchange Gains 0.16% on Return from Easter Break |,https://news.google.com/rss/articles/CBMilwFBVV95cUxOQmR2YmIycEZWeVprbV9DVzdSS1E2Si14VTJfSndqZ0hsVzhWWVdrTzNFRl9oOXlLUldWb3ljX255RWNlOE1DZDJPQzNFM2dBTVpZU3Rid1pfSUdVQlJyTmtHYURxVTNpRFluQmVFdFhtZnhwYUphLXNMeGFWdHFha1ZqRWJxbldQQWd3cUV3ZzNpLWkzSGZZ?oc=5,"Wed, 08 Apr 2026 06:59:42 GMT",Business Post Nigeria
Nigeria: NGX gains $138mln as equities market opens week bullish,https://news.google.com/rss/articles/CBMisAFBVV95cUxNRnV1Sm5sWVBZNThxYVpYdDA2UXBKWTlqNXJLSmtwaVBhSHBoM1YyOGdzM1R1WTRYcm5weEtSMUZOTXNWU3BYTlRKejFHNWRWODN5NU1XVks5R0g5Sm4tZTQ2UDBsck5LN0w0eFA2bDhBTkpzS2NZRGMtdGVFclN5QllSd3BiNWZtc0JFNTRzalpDdW1ia2dlNmNUMmN0YWVYX2JCbFRDSHd4VnRBSjZIQg?oc=5,"Wed, 08 Apr 2026 07:15:26 GMT",ZAWYA
